meta.tool	meta.resol	meta.sub	chr	start	end
example_caller	10000	.	chr1	39070001	39290000
example_caller	10000	.	chr1	39290001	39450000
example_caller	10000	.	chr1	39450001	39560000
example_caller	10000	.	chr1	39560001	39660000
example_caller	10000	.	chr1	39660001	39740000
example_caller	10000	.	chr1	39740001	40030000
example_caller	10000	.	chr1	40030001	40200000
example_caller	10000	.	chr1	40200001	40230000
example_caller	10000	.	chr1	40240001	40270000
example_caller	10000	.	chr1	40270001	40370000
example_caller	10000	.	chr1	40370001	40510000
example_caller	10000	.	chr1	40530001	40610000
example_caller	10000	.	chr1	40610001	40800000
example_caller	10000	.	chr1	40800001	40880000
example_caller	10000	.	chr1	40880001	41000000
example_caller	10000	.	chr1	41000001	41150000
example_caller	10000	.	chr1	41150001	41230000
example_caller	10000	.	chr1	41230001	41320000
example_caller	10000	.	chr1	41320001	41440000
example_caller	10000	.	chr1	41470001	41720000
example_caller	10000	.	chr1	41720001	41890000
example_caller	10000	.	chr1	41890001	41950000
example_caller	10000	.	chr1	41980001	42020000
example_caller	10000	.	chr1	42020001	42220000
example_caller	10000	.	chr1	42220001	42280000
example_caller	10000	.	chr1	42280001	42340000
example_caller	10000	.	chr1	42360001	42500000
example_caller	10000	.	chr1	42500001	42640000
example_caller	10000	.	chr1	42640001	42800000
example_caller	10000	.	chr1	42800001	42950000
example_caller	10000	.	chr1	42950001	43120000
example_caller	10000	.	chr1	43120001	43230000
example_caller	10000	.	chr1	43230001	43380000
example_caller	10000	.	chr1	43380001	43540000
example_caller	10000	.	chr1	43540001	43620000
example_caller	10000	.	chr1	43620001	43700000
example_caller	10000	.	chr1	43700001	43820000
example_caller	10000	.	chr1	43820001	43990000
example_caller	10000	.	chr1	43990001	44110000
example_caller	10000	.	chr1	44110001	44230000
example_caller	10000	.	chr1	44230001	44410000
example_caller	10000	.	chr1	44410001	44530000
example_caller	10000	.	chr1	44530001	44680000
example_caller	10000	.	chr1	44680001	44790000
example_caller	10000	.	chr1	44850001	45060000
example_caller	10000	.	chr1	45060001	45140000
example_caller	10000	.	chr1	45140001	45190000
example_caller	10000	.	chr1	45190001	45260000
example_caller	10000	.	chr1	45260001	45300000
example_caller	10000	.	chr1	45300001	45480000
example_caller	10000	.	chr1	45480001	45770000
example_caller	10000	.	chr1	45770001	45810000
example_caller	10000	.	chr1	45810001	45960000
example_caller	10000	.	chr1	45960001	46050000
example_caller	10000	.	chr1	46050001	46150000
example_caller	10000	.	chr1	46150001	46270000
example_caller	10000	.	chr1	46270001	46500000
example_caller	10000	.	chr1	46500001	46650000
example_caller	10000	.	chr1	46650001	46710000
example_caller	10000	.	chr1	46710001	46760000
example_caller	10000	.	chr1	46760001	46840000
example_caller	10000	.	chr1	46840001	47010000
example_caller	10000	.	chr1	47010001	47070000
example_caller	10000	.	chr1	47070001	47200000
example_caller	10000	.	chr1	47200001	47520000
example_caller	10000	.	chr1	47520001	47540000
example_caller	10000	.	chr1	47550001	47640000
example_caller	10000	.	chr1	47640001	47720000
example_caller	10000	.	chr1	47720001	47910000
example_caller	10000	.	chr1	47910001	48170000
example_caller	10000	.	chr1	48170001	48290000
example_caller	10000	.	chr1	48290001	48420000
example_caller	10000	.	chr1	48420001	48450000
example_caller	10000	.	chr1	48450001	48540000
example_caller	10000	.	chr1	48580001	48680000
example_caller	10000	.	chr1	48680001	48710000
example_caller	10000	.	chr1	48710001	48850000
example_caller	10000	.	chr1	48850001	48940000
example_caller	10000	.	chr1	49000001	49170000
example_caller	10000	.	chr1	49170001	49310000
example_caller	10000	.	chr1	49310001	49360000
example_caller	10000	.	chr1	49360001	49430000
example_caller	10000	.	chr1	49430001	49490000
example_caller	10000	.	chr1	49490001	49900000
example_caller	10000	.	chr1	49900001	49920000
example_caller	10000	.	chr1	49920001	49980000
example_caller	10000	.	chr1	49980001	50010000
example_caller	10000	.	chr1	50010001	50110000
example_caller	10000	.	chr1	50110001	50180000
example_caller	10000	.	chr1	50180001	50240000
example_caller	10000	.	chr1	50270001	50340000
example_caller	10000	.	chr1	50350001	50440000
example_caller	10000	.	chr1	50440001	50480000
example_caller	10000	.	chr1	50480001	50570000
example_caller	10000	.	chr1	50570001	50600000
example_caller	10000	.	chr1	50600001	50670000
example_caller	10000	.	chr1	50670001	50820000
example_caller	10000	.	chr1	50820001	50890000
example_caller	10000	.	chr1	50910001	51060000
example_caller	10000	.	chr1	51080001	51170000
example_caller	10000	.	chr1	51200001	51230000
example_caller	10000	.	chr1	51230001	51330000
example_caller	10000	.	chr1	51330001	51440000
example_caller	10000	.	chr1	51440001	51660000
example_caller	10000	.	chr1	51660001	51770000
example_caller	10000	.	chr1	51770001	51800000
example_caller	10000	.	chr1	51800001	51990000
example_caller	10000	.	chr1	51990001	52090000
example_caller	10000	.	chr1	52090001	52240000
example_caller	10000	.	chr1	52240001	52360000
example_caller	10000	.	chr1	52360001	52490000
example_caller	10000	.	chr1	52600001	52770000
example_caller	10000	.	chr1	52830001	52870000
example_caller	10000	.	chr1	52890001	53020000
example_caller	10000	.	chr1	53020001	53160000
example_caller	10000	.	chr1	53160001	53310000
example_caller	10000	.	chr1	53310001	53390000
example_caller	10000	.	chr1	53390001	53480000
example_caller	10000	.	chr1	53480001	53650000
example_caller	10000	.	chr1	53650001	53720000
example_caller	10000	.	chr1	53720001	53890000
example_caller	10000	.	chr1	53910001	54220000
example_caller	10000	.	chr1	54220001	54310000
example_caller	10000	.	chr1	54310001	54430000
example_caller	10000	.	chr1	54430001	54520000
example_caller	10000	.	chr1	54520001	54650000
example_caller	10000	.	chr1	54650001	54870000
example_caller	10000	.	chr1	54870001	54960000
example_caller	10000	.	chr1	54960001	55140000
example_caller	10000	.	chr1	55140001	55270000
example_caller	10000	.	chr1	55270001	55380000
example_caller	10000	.	chr1	55380001	55490000
example_caller	10000	.	chr1	55520001	55750000
example_caller	10000	.	chr1	55750001	55840000
example_caller	10000	.	chr1	55840001	56130000
example_caller	10000	.	chr1	56130001	56150000
example_caller	10000	.	chr1	56150001	56300000
example_caller	10000	.	chr1	56300001	56600000
example_caller	10000	.	chr1	56600001	56630000
example_caller	10000	.	chr1	56630001	56800000
example_caller	10000	.	chr1	56800001	56870000
example_caller	10000	.	chr1	56870001	57050000
example_caller	10000	.	chr1	57050001	57110000
example_caller	10000	.	chr1	57110001	57180000
example_caller	10000	.	chr1	57180001	57300000
example_caller	10000	.	chr1	57300001	57700000
example_caller	10000	.	chr1	57700001	58060000
example_caller	10000	.	chr1	58060001	58110000
example_caller	10000	.	chr1	58110001	58210000
example_caller	10000	.	chr1	58210001	58240000
example_caller	10000	.	chr1	58240001	58410000
example_caller	10000	.	chr1	58410001	58490000
example_caller	10000	.	chr1	58490001	58520000
example_caller	10000	.	chr1	58520001	58640000
example_caller	10000	.	chr1	58640001	58740000
example_caller	10000	.	chr1	58740001	58960000
example_caller	10000	.	chr1	58960001	59120000
example_caller	10000	.	chr1	59120001	59170000
example_caller	10000	.	chr1	59170001	59250000
example_caller	10000	.	chr1	59250001	59530000
example_caller	10000	.	chr1	59530001	59610000
example_caller	10000	.	chr1	59610001	59720000
example_caller	10000	.	chr1	59720001	59770000
example_caller	10000	.	chr1	59770001	59900000
example_caller	10000	.	chr1	59900001	60140000
example_caller	10000	.	chr1	60160001	60230000
example_caller	10000	.	chr1	60230001	60280000
example_caller	10000	.	chr1	60280001	60340000
example_caller	10000	.	chr1	60340001	60440000
example_caller	10000	.	chr1	60440001	60550000
example_caller	10000	.	chr1	60550001	60590000
example_caller	10000	.	chr1	60590001	60620000
example_caller	10000	.	chr1	60620001	60640000
example_caller	10000	.	chr1	60640001	60670000
example_caller	10000	.	chr1	60700001	60780000
example_caller	10000	.	chr1	60780001	60830000
example_caller	10000	.	chr1	60830001	60960000
example_caller	10000	.	chr1	60960001	60980000
example_caller	10000	.	chr1	60980001	61000000
example_caller	10000	.	chr1	61000001	61070000
example_caller	10000	.	chr1	61070001	61110000
example_caller	10000	.	chr1	61110001	61150000
example_caller	10000	.	chr1	61150001	61200000
example_caller	10000	.	chr1	61200001	61240000
example_caller	10000	.	chr1	61270001	61310000
example_caller	10000	.	chr1	61310001	61380000
example_caller	10000	.	chr1	61380001	61430000
example_caller	10000	.	chr1	61430001	61510000
example_caller	10000	.	chr1	61510001	61640000
example_caller	10000	.	chr1	61640001	61820000
example_caller	10000	.	chr1	61820001	61930000
example_caller	10000	.	chr1	61930001	61990000
example_caller	10000	.	chr1	61990001	62040000
example_caller	10000	.	chr1	62070001	62090000
example_caller	10000	.	chr1	62090001	62320000
example_caller	10000	.	chr1	62320001	62540000
example_caller	10000	.	chr1	62540001	62610000
example_caller	10000	.	chr1	62610001	62900000
example_caller	10000	.	chr1	62900001	62970000
example_caller	10000	.	chr1	62970001	63150000
example_caller	10000	.	chr1	63150001	63220000
example_caller	10000	.	chr1	63240001	63310000
example_caller	10000	.	chr1	63310001	63370000
example_caller	10000	.	chr1	63370001	63400000
example_caller	10000	.	chr1	63400001	63430000
example_caller	10000	.	chr1	63430001	63620000
example_caller	10000	.	chr1	63620001	63650000
example_caller	10000	.	chr1	63650001	63760000
example_caller	10000	.	chr1	63790001	63830000
example_caller	10000	.	chr1	63830001	63920000
example_caller	10000	.	chr1	63920001	64030000
example_caller	10000	.	chr1	64080001	64160000
example_caller	10000	.	chr1	64160001	64390000
example_caller	10000	.	chr1	64390001	64590000
example_caller	10000	.	chr1	64590001	64710000
example_caller	10000	.	chr1	64740001	65030000
example_caller	10000	.	chr1	65030001	65080000
example_caller	10000	.	chr1	65080001	65140000
example_caller	10000	.	chr1	65140001	65300000
example_caller	10000	.	chr1	65300001	65430000
example_caller	10000	.	chr1	65430001	65530000
example_caller	10000	.	chr1	65530001	65610000
example_caller	10000	.	chr1	65610001	65690000
example_caller	10000	.	chr1	65720001	65880000
example_caller	10000	.	chr1	65880001	65920000
example_caller	10000	.	chr1	65920001	66050000
example_caller	10000	.	chr1	66050001	66150000
example_caller	10000	.	chr1	66170001	66400000
example_caller	10000	.	chr1	66430001	66510000
example_caller	10000	.	chr1	66510001	66710000
example_caller	10000	.	chr1	66710001	66810000
example_caller	10000	.	chr1	66810001	66910000
example_caller	10000	.	chr1	66910001	66970000
example_caller	10000	.	chr1	66970001	67200000
example_caller	10000	.	chr1	67200001	67250000
example_caller	10000	.	chr1	67250001	67390000
example_caller	10000	.	chr1	67390001	67460000
example_caller	10000	.	chr1	67460001	67520000
example_caller	10000	.	chr1	67520001	67610000
example_caller	10000	.	chr1	67610001	67680000
example_caller	10000	.	chr1	67680001	67810000
example_caller	10000	.	chr1	67810001	67900000
example_caller	10000	.	chr1	67900001	67980000
example_caller	10000	.	chr1	68000001	68150000
example_caller	10000	.	chr1	68150001	68230000
example_caller	10000	.	chr1	68230001	68320000
example_caller	10000	.	chr1	68320001	68470000
example_caller	10000	.	chr1	68470001	68540000
example_caller	10000	.	chr1	68580001	68820000
example_caller	10000	.	chr1	68820001	68910000
example_caller	10000	.	chr1	68910001	68970000
example_caller	10000	.	chr1	68970001	69050000
example_caller	10000	.	chr1	69050001	69150000
example_caller	10000	.	chr1	69150001	69200000
example_caller	10000	.	chr1	69200001	69360000
example_caller	10000	.	chr1	69360001	69390000
example_caller	10000	.	chr1	69390001	69460000
example_caller	10000	.	chr1	69460001	69490000
example_caller	10000	.	chr1	69490001	69580000
example_caller	10000	.	chr1	69580001	69600000
example_caller	10000	.	chr1	69600001	69720000
example_caller	10000	.	chr1	69720001	69750000
example_caller	10000	.	chr1	69750001	69860000
example_caller	10000	.	chr1	69860001	69910000
example_caller	10000	.	chr1	69910001	70000000
example_caller	10000	.	chr1	70000001	70110000
example_caller	10000	.	chr1	70110001	70140000
example_caller	10000	.	chr1	70140001	70170000
example_caller	10000	.	chr1	70200001	70300000
example_caller	10000	.	chr1	70300001	70330000
example_caller	10000	.	chr1	70330001	70460000
example_caller	10000	.	chr1	70460001	70600000
example_caller	10000	.	chr1	70600001	70690000
example_caller	10000	.	chr1	70690001	70820000
example_caller	10000	.	chr1	70820001	70880000
example_caller	10000	.	chr1	70880001	70980000
example_caller	10000	.	chr1	70980001	71040000
example_caller	10000	.	chr1	71040001	71080000
example_caller	10000	.	chr1	71080001	71150000
example_caller	10000	.	chr1	71150001	71230000
example_caller	10000	.	chr1	71230001	71250000
example_caller	10000	.	chr1	71250001	71280000
example_caller	10000	.	chr1	71280001	71360000
example_caller	10000	.	chr1	71360001	71430000
example_caller	10000	.	chr1	71430001	71510000
example_caller	10000	.	chr1	71580001	71630000
example_caller	10000	.	chr1	71630001	71720000
example_caller	10000	.	chr1	71750001	71810000
example_caller	10000	.	chr1	71810001	71840000
example_caller	10000	.	chr1	71870001	71980000
example_caller	10000	.	chr1	72020001	72070000
example_caller	10000	.	chr1	72070001	72140000
example_caller	10000	.	chr1	72140001	72200000
example_caller	10000	.	chr1	72200001	72260000
example_caller	10000	.	chr1	72290001	72360000
example_caller	10000	.	chr1	72360001	72400000
example_caller	10000	.	chr1	72400001	72420000
example_caller	10000	.	chr1	72420001	72510000
example_caller	10000	.	chr1	72540001	72570000
example_caller	10000	.	chr1	72650001	72680000
example_caller	10000	.	chr1	72680001	72770000
example_caller	10000	.	chr1	72810001	72960000
example_caller	10000	.	chr1	72960001	72990000
example_caller	10000	.	chr1	72990001	73040000
example_caller	10000	.	chr1	73040001	73080000
example_caller	10000	.	chr1	73140001	73190000
example_caller	10000	.	chr1	73190001	73230000
example_caller	10000	.	chr1	73230001	73250000
example_caller	10000	.	chr1	73250001	73290000
example_caller	10000	.	chr1	73290001	73370000
example_caller	10000	.	chr1	73400001	73450000
example_caller	10000	.	chr1	73470001	73520000
example_caller	10000	.	chr1	73520001	73560000
example_caller	10000	.	chr1	73600001	73660000
example_caller	10000	.	chr1	73660001	73680000
example_caller	10000	.	chr1	73680001	73740000
example_caller	10000	.	chr1	73740001	73810000
example_caller	10000	.	chr1	73970001	74000000
example_caller	10000	.	chr1	74000001	74090000
example_caller	10000	.	chr1	74090001	74140000
example_caller	10000	.	chr1	74160001	74230000
example_caller	10000	.	chr1	74230001	74270000
example_caller	10000	.	chr1	74270001	74440000
example_caller	10000	.	chr1	74500001	74590000
example_caller	10000	.	chr1	74590001	74660000
example_caller	10000	.	chr1	74660001	74730000
example_caller	10000	.	chr1	74730001	74780000
example_caller	10000	.	chr1	74780001	74840000
example_caller	10000	.	chr1	74840001	74890000
example_caller	10000	.	chr1	74890001	74960000
example_caller	10000	.	chr1	74960001	75150000
example_caller	10000	.	chr1	75150001	75220000
example_caller	10000	.	chr1	75220001	75340000
example_caller	10000	.	chr1	75340001	75380000
example_caller	10000	.	chr1	75380001	75550000
example_caller	10000	.	chr1	75550001	75580000
example_caller	10000	.	chr1	75580001	75670000
example_caller	10000	.	chr1	75670001	75730000
example_caller	10000	.	chr1	75730001	75850000
example_caller	10000	.	chr1	75890001	75940000
example_caller	10000	.	chr1	75940001	76100000
example_caller	10000	.	chr1	76100001	76170000
example_caller	10000	.	chr1	76190001	76270000
example_caller	10000	.	chr1	76290001	76350000
example_caller	10000	.	chr1	76370001	76460000
example_caller	10000	.	chr1	76460001	76600000
example_caller	10000	.	chr1	76600001	76770000
example_caller	10000	.	chr1	76770001	76790000
example_caller	10000	.	chr1	76790001	77100000
example_caller	10000	.	chr1	77120001	77280000
example_caller	10000	.	chr1	77280001	77340000
example_caller	10000	.	chr1	77340001	77540000
example_caller	10000	.	chr1	77540001	77600000
example_caller	10000	.	chr1	77600001	77710000
example_caller	10000	.	chr1	77710001	77850000
